12,29
13,29
14,29
15,29
16,29
17,29
35,29
36,29
37,29
98,29
99,29
125,29
126,29
146,29
147,29
148,29
12,28
13,28
16,28
17,28
35,28
36,28
46,28
47,28
48,28
49,28
68,28
69,28
70,28
71,28
72,28
81,28
82,28
93,28
94,28
98,28
99,28
106,28
107,28
108,28
109,28
110,28
125,28
126,28
129,28
130,28
131,28
132,28
135,28
136,28
147,28
148,28
12,27
13,27
16,27
17,27
35,27
36,27
45,27
46,27
49,27
50,27
68,27
69,27
71,27
72,27
81,27
82,27
93,27
94,27
98,27
99,27
106,27
107,27
109,27
110,27
125,27
126,27
128,27
129,27
132,27
133,27
135,27
136,27
147,27
148,27
10,26
11,26
12,26
13,26
14,26
16,26
17,26
21,26
22,26
23,26
24,26
28,26
29,26
30,26
31,26
32,26
35,26
36,26
40,26
41,26
42,26
43,26
45,26
46,26
49,26
50,26
52,26
53,26
54,26
55,26
56,26
57,26
60,26
61,26
62,26
63,26
64,26
65,26
71,26
72,26
73,26
76,26
77,26
78,26
79,26
80,26
81,26
82,26
83,26
84,26
92,26
93,26
94,26
95,26
96,26
98,26
99,26
100,26
101,26
102,26
103,26
109,26
110,26
111,26
121,26
122,26
123,26
124,26
125,26
126,26
128,26
129,26
132,26
133,26
134,26
135,26
136,26
137,26
138,26
140,26
141,26
142,26
143,26
144,26
147,26
148,26
12,25
13,25
16,25
17,25
20,25
21,25
23,25
24,25
25,25
27,25
28,25
30,25
31,25
35,25
36,25
39,25
40,25
43,25
44,25
45,25
46,25
49,25
50,25
52,25
53,25
54,25
56,25
57,25
60,25
61,25
62,25
64,25
65,25
71,25
72,25
75,25
76,25
79,25
80,25
81,25
82,25
93,25
94,25
98,25
99,25
100,25
102,25
103,25
109,25
110,25
120,25
121,25
124,25
125,25
126,25
127,25
128,25
129,25
132,25
133,25
135,25
136,25
142,25
143,25
144,25
147,25
148,25
12,24
13,24
16,24
17,24
24,24
25,24
27,24
28,24
31,24
32,24
34,24
35,24
39,24
40,24
44,24
45,24
46,24
49,24
50,24
52,24
53,24
57,24
58,24
60,24
61,24
65,24
66,24
69,24
70,24
71,24
75,24
76,24
81,24
82,24
93,24
94,24
98,24
99,24
103,24
104,24
107,24
108,24
109,24
120,24
121,24
125,24
126,24
127,24
128,24
129,24
132,24
133,24
135,24
136,24
142,24
143,24
148,24
149,24
12,23
13,23
16,23
17,23
20,23
21,23
22,23
23,23
24,23
25,23
27,23
28,23
30,23
31,23
35,23
36,23
39,23
40,23
44,23
45,23
46,23
49,23
50,23
52,23
53,23
57,23
58,23
60,23
61,23
65,23
66,23
71,23
72,23
73,23
75,23
76,23
81,23
82,23
93,23
94,23
98,23
99,23
103,23
104,23
109,23
110,23
111,23
120,23
121,23
125,23
126,23
127,23
128,23
129,23
132,23
133,23
135,23
136,23
141,23
142,23
147,23
148,23
12,22
13,22
16,22
17,22
20,22
21,22
24,22
25,22
27,22
28,22
29,22
30,22
31,22
35,22
36,22
39,22
40,22
45,22
46,22
49,22
50,22
52,22
53,22
57,22
58,22
60,22
61,22
65,22
66,22
72,22
73,22
75,22
76,22
81,22
82,22
93,22
94,22
98,22
99,22
103,22
104,22
110,22
111,22
120,22
121,22
125,22
126,22
128,22
129,22
132,22
133,22
135,22
136,22
141,22
142,22
147,22
148,22
12,21
13,21
16,21
17,21
20,21
21,21
23,21
24,21
25,21
27,21
35,21
36,21
39,21
40,21
43,21
44,21
45,21
46,21
49,21
50,21
52,21
53,21
57,21
58,21
60,21
61,21
65,21
66,21
68,21
71,21
72,21
73,21
75,21
76,21
79,21
80,21
81,21
82,21
83,21
93,21
94,21
95,21
98,21
99,21
103,21
104,21
106,21
109,21
110,21
111,21
120,21
121,21
124,21
125,21
126,21
128,21
129,21
132,21
133,21
135,21
136,21
137,21
140,21
141,21
147,21
148,21
12,20
13,20
16,20
17,20
20,20
21,20
22,20
23,20
24,20
25,20
27,20
28,20
29,20
30,20
31,20
32,20
35,20
36,20
40,20
41,20
42,20
43,20
46,20
47,20
48,20
49,20
52,20
53,20
57,20
58,20
60,20
61,20
65,20
66,20
68,20
69,20
70,20
71,20
72,20
76,20
77,20
78,20
79,20
82,20
83,20
84,20
94,20
95,20
96,20
98,20
99,20
103,20
104,20
106,20
107,20
108,20
109,20
110,20
121,20
122,20
123,20
124,20
125,20
126,20
129,20
130,20
131,20
132,20
136,20
137,20
138,20
140,20
141,20
142,20
143,20
144,20
147,20
148,20
26,19
27,19
28,19
31,19
32,19
35,19
36,19
147,19
148,19
26,18
27,18
31,18
32,18
35,18
36,18
37,18
146,18
147,18
148,18
27,17
28,17
29,17
30,17
31,17
85,17
86,17
87,17
88,17
89,17
90,17
91,17
92,17
112,17
113,17
114,17
115,17
116,17
117,17
118,17
119,17
